name,rank,matches,wins,losses,draws,year,win_perc,loss_perc,draw_perc,era
Naomi,40,118,99,18,1,2017,83.9,15.25,0.85,New Era
Apollo Crews,41,117,71,46,0,2017,60.68,39.32,0.0,New Era
Rusev,42,116,29,87,0,2017,25.0,75.0,0.0,New Era
Luke Gallows,43,114,37,77,0,2017,32.46,67.54,0.0,New Era
Titus O'Neil,44,112,34,77,1,2017,30.36,68.75,0.89,New Era
Big E,45,111,36,74,1,2017,32.43,66.67,0.9,New Era
Rhyno,46,111,76,35,0,2017,68.47,31.53,0.0,New Era
Heath Slater,47,110,73,37,0,2017,66.36,33.64,0.0,New Era
Neville,48,110,90,20,0,2017,81.82,18.18,0.0,New Era
Samoa Joe,49,110,31,77,2,2017,28.18,70.0,1.82,New Era
Sin Cara,50,110,73,36,1,2017,66.36,32.73,0.91,New Era
Luke Harper,51,109,66,43,0,2017,60.55,39.45,0.0,New Era
Kofi Kingston,52,107,37,70,0,2017,34.58,65.42,0.0,New Era
Curtis Axel,53,106,26,78,2,2017,24.53,73.58,1.89,New Era
Goldust,54,106,67,37,2,2017,63.21,34.91,1.89,New Era
Andrade Almas,55,104,27,77,0,2017,25.96,74.04,0.0,New Era
Bo Dallas,56,104,4,98,2,2017,3.85,94.23,1.92,New Era
Kassius Ohno,57,103,67,36,0,2017,65.05,34.95,0.0,New Era
Konnor,58,103,12,91,0,2017,11.65,88.35,0.0,New Era
Viktor,59,103,12,91,0,2017,11.65,88.35,0.0,New Era
Roderick Strong,60,100,71,27,2,2017,71.0,27.0,2.0,New Era
Tamina,61,99,13,86,0,2017,13.13,86.87,0.0,New Era
Aleister Black,62,96,89,7,0,2017,92.71,7.29,0.0,New Era
Alexander Wolfe,63,96,47,43,6,2017,48.96,44.79,6.25,New Era
Killian Dain,64,94,46,44,4,2017,48.94,46.81,4.26,New Era
Asuka,65,91,89,0,2,2017,97.8,0.0,2.2,New Era
R-Truth,66,90,67,21,2,2017,74.44,23.33,2.22,New Era
Montez Ford,67,89,64,24,1,2017,71.91,26.97,1.12,New Era
Liv Morgan,68,88,49,38,1,2017,55.68,43.18,1.14,New Era
Mickie James,69,87,35,49,3,2017,40.23,56.32,3.45,New Era
Angelo Dawkins,70,86,62,23,1,2017,72.09,26.74,1.16,New Era
Matt Hardy,71,85,46,38,1,2017,54.12,44.71,1.18,New Era
Otis Dozovic,72,85,52,32,1,2017,61.18,37.65,1.18,New Era
Tucker Knight,73,85,52,32,1,2017,61.18,37.65,1.18,New Era
Ember Moon,74,83,63,19,1,2017,75.9,22.89,1.2,New Era
Big Cass,75,81,41,39,1,2017,50.62,48.15,1.23,New Era
No Way Jose,76,81,66,14,1,2017,81.48,17.28,1.23,New Era
Akira Tozawa,77,80,43,37,0,2017,53.75,46.25,0.0,New Era
Mandy Rose,78,80,24,55,1,2017,30.0,68.75,1.25,New Era
Riddick Moss,79,79,6,73,0,2017,7.59,92.41,0.0,New Era
Eric Young,80,78,35,38,5,2017,44.87,48.72,6.41,New Era
Johnny Gargano,81,78,57,20,1,2017,73.08,25.64,1.28,New Era
Erick Rowan,82,77,2,75,0,2017,2.6,97.4,0.0,New Era
Hideo Itami,83,76,40,34,2,2017,52.63,44.74,2.63,New Era
John Cena,84,76,53,23,0,2017,69.74,30.26,0.0,New Era
Ruby Riot,85,76,58,15,3,2017,76.32,19.74,3.95,New Era
Tony Nese,86,76,20,56,0,2017,26.32,73.68,0.0,New Era
Rich Swann,87,75,50,25,0,2017,66.67,33.33,0.0,New Era
Tino Sabbatelli,88,75,7,68,0,2017,9.33,90.67,0.0,New Era
Nikki Cross,89,72,31,39,2,2017,43.06,54.17,2.78,New Era
Drew McIntyre,90,71,64,6,1,2017,90.14,8.45,1.41,New Era
Epico Colon,91,71,5,66,0,2017,7.04,92.96,0.0,New Era
Sonya Deville,92,71,25,44,2,2017,35.21,61.97,2.82,New Era
Oney Lorcan,93,70,28,41,1,2017,40.0,58.57,1.43,New Era
Dana Brooke,94,69,31,38,0,2017,44.93,55.07,0.0,New Era
Peyton Royce,95,66,25,40,1,2017,37.88,60.61,1.52,New Era
Steve Cutler,96,66,12,54,0,2017,18.18,81.82,0.0,New Era
Alicia Fox,97,65,24,40,1,2017,36.92,61.54,1.54,New Era
Akam,98,64,41,21,2,2017,64.06,32.81,3.12,New Era
Ariya Daivari,99,64,11,53,0,2017,17.19,82.81,0.0,New Era
Kona Reeves,100,64,12,51,1,2017,18.75,79.69,1.56,New Era
Finn Balor,1,170,118,51,1,2018,69.41,30.0,0.59,New Era
Baron Corbin,2,159,34,124,1,2018,21.38,77.99,0.63,New Era
Seth Rollins,3,159,125,33,1,2018,78.62,20.75,0.63,New Era
Shinsuke Nakamura,4,153,84,65,4,2018,54.9,42.48,2.61,New Era
AJ Styles,5,149,131,14,4,2018,87.92,9.4,2.68,New Era
Rusev,6,149,64,85,0,2018,42.95,57.05,0.0,New Era
Asuka,7,146,126,19,1,2018,86.3,13.01,0.68,New Era
Jinder Mahal,8,146,30,116,0,2018,20.55,79.45,0.0,New Era
Cesaro,9,143,47,96,0,2018,32.87,67.13,0.0,New Era
Braun Strowman,10,142,110,29,3,2018,77.46,20.42,2.11,New Era
Dolph Ziggler,11,140,51,88,1,2018,36.43,62.86,0.71,New Era
Sheamus,12,140,46,94,0,2018,32.86,67.14,0.0,New Era
Bobby Roode,13,135,90,42,3,2018,66.67,31.11,2.22,New Era
Bayley,14,133,85,45,3,2018,63.91,33.83,2.26,New Era
Becky Lynch,15,133,99,32,2,2018,74.44,24.06,1.5,New Era
Charlotte Flair,16,131,84,42,5,2018,64.12,32.06,3.82,New Era
Sasha Banks,17,129,76,50,3,2018,58.91,38.76,2.33,New Era
Carmella,18,128,42,86,0,2018,32.81,67.19,0.0,New Era
Roman Reigns,19,128,111,15,2,2018,86.72,11.72,1.56,New Era
The Miz,20,126,24,102,0,2018,19.05,80.95,0.0,New Era
Big E,21,124,66,57,1,2018,53.23,45.97,0.81,New Era
Elias,22,122,37,84,1,2018,30.33,68.85,0.82,New Era
Ember Moon,23,122,93,28,1,2018,76.23,22.95,0.82,New Era
Naomi,24,121,91,30,0,2018,75.21,24.79,0.0,New Era
Kofi Kingston,25,119,61,55,3,2018,51.26,46.22,2.52,New Era
Jimmy Uso,26,118,62,54,2,2018,52.54,45.76,1.69,New Era
Bo Dallas,27,117,42,73,2,2018,35.9,62.39,1.71,New Era
Karl Anderson,28,117,64,52,1,2018,54.7,44.44,0.85,New Era
Jeff Hardy,29,116,67,49,0,2018,57.76,42.24,0.0,New Era
Scott Dawson,30,116,33,81,2,2018,28.45,69.83,1.72,New Era
Curtis Axel,31,115,43,70,2,2018,37.39,60.87,1.74,New Era
Dash Wilder,32,115,33,80,2,2018,28.7,69.57,1.74,New Era
Natalya,33,114,62,51,1,2018,54.39,44.74,0.88,New Era
Chad Gable,34,113,46,66,1,2018,40.71,58.41,0.88,New Era
Alexa Bliss,35,109,37,72,0,2018,33.94,66.06,0.0,New Era
Jey Uso,36,109,57,50,2,2018,52.29,45.87,1.83,New Era
Liv Morgan,37,109,10,98,1,2018,9.17,89.91,0.92,New Era
Shelton Benjamin,38,109,26,83,0,2018,23.85,76.15,0.0,New Era
Mojo Rawley,39,108,29,77,2,2018,26.85,71.3,1.85,New Era
Drew McIntyre,40,107,42,64,1,2018,39.25,59.81,0.93,New Era
Luke Gallows,41,107,54,52,1,2018,50.47,48.6,0.93,New Era
Andrade Almas,42,106,37,69,0,2018,34.91,65.09,0.0,New Era
Ruby Riott,43,104,15,85,4,2018,14.42,81.73,3.85,New Era
Samoa Joe,44,103,9,94,0,2018,8.74,91.26,0.0,New Era
Apollo Crews,45,102,56,45,1,2018,54.9,44.12,0.98,New Era
Bobby Lashley,46,102,70,31,1,2018,68.63,30.39,0.98,New Era
Lana,47,102,43,59,0,2018,42.16,57.84,0.0,New Era
Kevin Owens,48,101,11,88,2,2018,10.89,87.13,1.98,New Era
Roderick Strong,49,100,57,42,1,2018,57.0,42.0,1.0,New Era
The Velveteen Dream,50,100,35,64,1,2018,35.0,64.0,1.0,New Era
Titus O'Neil,51,98,46,51,1,2018,46.94,52.04,1.02,New Era
Kyle O'Reilly,52,94,55,39,0,2018,58.51,41.49,0.0,New Era
Adam Cole,53,93,49,44,0,2018,52.69,47.31,0.0,New Era
No Way Jose,54,93,58,35,0,2018,62.37,37.63,0.0,New Era
Sarah Logan,55,93,11,81,1,2018,11.83,87.1,1.08,New Era
Bray Wyatt,56,92,51,41,0,2018,55.43,44.57,0.0,New Era
Tyler Breeze,57,92,41,51,0,2018,44.57,55.43,0.0,New Era
Harper,58,91,70,21,0,2018,76.92,23.08,0.0,New Era
Kassius Ohno,59,91,46,43,2,2018,50.55,47.25,2.2,New Era
Nia Jax,60,91,46,45,0,2018,50.55,49.45,0.0,New Era
Shayna Baszler,61,91,65,25,1,2018,71.43,27.47,1.1,New Era
Matt Hardy,62,90,67,23,0,2018,74.44,25.56,0.0,New Era
Curt Hawkins,63,89,0,89,0,2018,0.0,100.0,0.0,New Era
Dakota Kai,64,87,54,33,0,2018,62.07,37.93,0.0,New Era
Kairi Sane,65,87,60,26,1,2018,68.97,29.89,1.15,New Era
Otis Dozovic,66,87,55,31,1,2018,63.22,35.63,1.15,New Era
Akam,67,86,53,32,1,2018,61.63,37.21,1.16,New Era
Rezar,68,85,53,31,1,2018,62.35,36.47,1.18,New Era
Nikki Cross,69,84,59,23,2,2018,70.24,27.38,2.38,New Era
Rhyno,70,84,21,61,2,2018,25.0,72.62,2.38,New Era
Tucker Knight,71,84,52,31,1,2018,61.9,36.9,1.19,New Era
Daniel Bryan,72,83,62,20,1,2018,74.7,24.1,1.2,New Era
Heath Slater,73,82,25,55,2,2018,30.49,67.07,2.44,New Era
Sonya Deville,74,82,5,77,0,2018,6.1,93.9,0.0,New Era
Ricochet,75,81,73,5,3,2018,90.12,6.17,3.7,New Era
Candice LeRae,76,79,50,29,0,2018,63.29,36.71,0.0,New Era
Mandy Rose,77,79,6,73,0,2018,7.59,92.41,0.0,New Era
Fabian Aichner,78,78,21,55,2,2018,26.92,70.51,2.56,New Era
Angelo Dawkins,79,77,50,26,1,2018,64.94,33.77,1.3,New Era
Cedric Alexander,80,77,63,14,0,2018,81.82,18.18,0.0,New Era
Raul Mendoza,81,77,25,51,1,2018,32.47,66.23,1.3,New Era
Wesley Blake,82,77,21,56,0,2018,27.27,72.73,0.0,New Era
Montez Ford,83,76,49,26,1,2018,64.47,34.21,1.32,New Era
Rowan,84,76,66,10,0,2018,86.84,13.16,0.0,New Era
Aiden English,85,74,6,68,0,2018,8.11,91.89,0.0,New Era
Kona Reeves,86,74,19,55,0,2018,25.68,74.32,0.0,New Era
Randy Orton,87,74,36,36,2,2018,48.65,48.65,2.7,New Era
Tye Dillinger,88,74,28,43,3,2018,37.84,58.11,4.05,New Era
Aleister Black,89,73,63,9,1,2018,86.3,12.33,1.37,New Era
Aliyah,90,72,16,56,0,2018,22.22,77.78,0.0,New Era
Shane Thorne,91,72,19,51,2,2018,26.39,70.83,2.78,New Era
Zack Ryder,92,72,48,24,0,2018,66.67,33.33,0.0,New Era
Danny Burch,93,71,45,25,1,2018,63.38,35.21,1.41,New Era
Nick Miller,94,70,19,49,2,2018,27.14,70.0,2.86,New Era
Mickie James,95,69,21,48,0,2018,30.43,69.57,0.0,New Era
Konnor,96,68,11,56,1,2018,16.18,82.35,1.47,New Era
Lars Sullivan,97,68,43,24,1,2018,63.24,35.29,1.47,New Era
Lacey Evans,98,67,26,41,0,2018,38.81,61.19,0.0,New Era
Oney Lorcan,99,67,42,24,1,2018,62.69,35.82,1.49,New Era
Sami Zayn,100,67,4,61,2,2018,5.97,91.04,2.99,New Era
Ricochet,1,158,111,45,2,2019,70.25,28.48,1.27,New Era
Scott Dawson,2,152,55,95,2,2019,36.18,62.5,1.32,New Era
Dash Wilder,3,150,55,93,2,2019,36.67,62.0,1.33,New Era
Seth Rollins,4,148,115,28,5,2019,77.7,18.92,3.38,New Era
Kofi Kingston,5,144,110,29,5,2019,76.39,20.14,3.47,New Era
Charlotte Flair,6,139,35,100,4,2019,25.18,71.94,2.88,New Era
Bayley,7,137,110,26,1,2019,80.29,18.98,0.73,New Era
Cesaro,8,136,24,111,1,2019,17.65,81.62,0.74,New Era
AJ Styles,9,134,59,72,3,2019,44.03,53.73,2.24,New Era
Becky Lynch,10,131,105,22,4,2019,80.15,16.79,3.05,New Era
Drew McIntyre,11,131,55,74,2,2019,41.98,56.49,1.53,New Era
Braun Strowman,12,121,104,15,2,2019,85.95,12.4,1.65,New Era
Shinsuke Nakamura,13,121,41,78,2,2019,33.88,64.46,1.65,New Era
Asuka,14,120,86,32,2,2019,71.67,26.67,1.67,New Era
Andrade,15,117,36,78,3,2019,30.77,66.67,2.56,New Era
Baron Corbin,16,115,22,93,0,2019,19.13,80.87,0.0,New Era
Lacey Evans,17,115,30,84,1,2019,26.09,73.04,0.87,New Era
Natalya,18,112,73,37,2,2019,65.18,33.04,1.79,New Era
Nikki Cross,19,108,59,47,2,2019,54.63,43.52,1.85,New Era
Karl Anderson,20,106,34,69,3,2019,32.08,65.09,2.83,New Era
Luke Gallows,21,104,34,67,3,2019,32.69,64.42,2.88,New Era
Big E,22,101,66,34,1,2019,65.35,33.66,0.99,New Era
Mandy Rose,23,99,12,83,4,2019,12.12,83.84,4.04,New Era
Roman Reigns,24,99,87,11,1,2019,87.88,11.11,1.01,New Era
Samoa Joe,25,98,38,58,2,2019,38.78,59.18,2.04,New Era
Matt Riddle,26,97,71,24,2,2019,73.2,24.74,2.06,New Era
Kairi Sane,27,96,59,35,2,2019,61.46,36.46,2.08,New Era
Bobby Lashley,28,94,28,62,4,2019,29.79,65.96,4.26,New Era
Aleister Black,29,91,79,11,1,2019,86.81,12.09,1.1,New Era
Daniel Bryan,30,90,48,40,2,2019,53.33,44.44,2.22,New Era
Angelo Dawkins,31,88,58,29,1,2019,65.91,32.95,1.14,New Era
Curt Hawkins,32,88,32,56,0,2019,36.36,63.64,0.0,New Era
Erik,33,88,65,21,2,2019,73.86,23.86,2.27,New Era
Montez Ford,34,88,58,29,1,2019,65.91,32.95,1.14,New Era
Ivar,35,87,64,21,2,2019,73.56,24.14,2.3,New Era
Zack Ryder,36,87,34,53,0,2019,39.08,60.92,0.0,New Era
Finn Balor,37,85,65,17,3,2019,76.47,20.0,3.53,New Era
Steve Cutler,38,83,29,54,0,2019,34.94,65.06,0.0,New Era
Sonya Deville,39,81,10,70,1,2019,12.35,86.42,1.23,New Era
Keith Lee,40,79,47,29,3,2019,59.49,36.71,3.8,New Era
Randy Orton,41,79,18,58,3,2019,22.78,73.42,3.8,New Era
Shayna Baszler,42,79,59,20,0,2019,74.68,25.32,0.0,New Era
Kevin Owens,43,78,38,38,2,2019,48.72,48.72,2.56,New Era
Velveteen Dream,44,78,73,5,0,2019,93.59,6.41,0.0,New Era
Dana Brooke,45,77,34,43,0,2019,44.16,55.84,0.0,New Era
Wesley Blake,46,77,27,50,0,2019,35.06,64.94,0.0,New Era
Ali,47,76,28,47,1,2019,36.84,61.84,1.32,New Era
Lince Dorado,48,75,41,32,2,2019,54.67,42.67,2.67,New Era
Riddick Moss,49,75,23,52,0,2019,30.67,69.33,0.0,New Era
Mia Yim,50,74,44,29,1,2019,59.46,39.19,1.35,New Era
Roderick Strong,51,74,29,45,0,2019,39.19,60.81,0.0,New Era
Sarah Logan,52,74,6,68,0,2019,8.11,91.89,0.0,New Era
Carmella,53,73,47,24,2,2019,64.38,32.88,2.74,New Era
Danny Burch,54,73,43,30,0,2019,58.9,41.1,0.0,New Era
Humberto Carrillo,55,73,41,31,1,2019,56.16,42.47,1.37,New Era
Sasha Banks,56,73,47,25,1,2019,64.38,34.25,1.37,New Era
Bianca Belair,57,72,49,20,3,2019,68.06,27.78,4.17,New Era
Cedric Alexander,58,72,36,36,0,2019,50.0,50.0,0.0,New Era
Oney Lorcan,59,72,43,29,0,2019,59.72,40.28,0.0,New Era
Adam Cole,60,71,36,35,0,2019,50.7,49.3,0.0,New Era
EC3,61,71,22,47,2,2019,30.99,66.2,2.82,New Era
Gran Metalik,62,71,34,36,1,2019,47.89,50.7,1.41,New Era
Jey Uso,63,71,39,32,0,2019,54.93,45.07,0.0,New Era
Xavier Woods,64,71,51,20,0,2019,71.83,28.17,0.0,New Era
Dolph Ziggler,65,70,10,59,1,2019,14.29,84.29,1.43,New Era
The Miz,66,70,32,36,2,2019,45.71,51.43,2.86,New Era
Io Shirai,67,69,45,20,4,2019,65.22,28.99,5.8,New Era
Jimmy Uso,68,69,37,32,0,2019,53.62,46.38,0.0,New Era
Alexa Bliss,69,68,26,41,1,2019,38.24,60.29,1.47,New Era
Apollo Crews,70,68,39,29,0,2019,57.35,42.65,0.0,New Era
Chad Gable,71,68,35,33,0,2019,51.47,48.53,0.0,New Era
Otis,72,68,49,16,3,2019,72.06,23.53,4.41,New Era
Rusev,73,68,26,40,2,2019,38.24,58.82,2.94,New Era
Elias,74,67,12,55,0,2019,17.91,82.09,0.0,New Era
Kalisto,75,67,37,30,0,2019,55.22,44.78,0.0,New Era
Peyton Royce,76,67,28,39,0,2019,41.79,58.21,0.0,New Era
Tucker,77,67,48,16,3,2019,71.64,23.88,4.48,New Era
Tyler Breeze,78,67,46,21,0,2019,68.66,31.34,0.0,New Era
Vanessa Borne,79,66,21,43,2,2019,31.82,65.15,3.03,New Era
Billie Kay,80,65,26,39,0,2019,40.0,60.0,0.0,New Era
Mojo Rawley,81,65,23,42,0,2019,35.38,64.62,0.0,New Era
Robert Roode,82,65,21,44,0,2019,32.31,67.69,0.0,New Era
Kona Reeves,83,64,11,53,0,2019,17.19,82.81,0.0,New Era
Raul Mendoza,84,63,31,31,1,2019,49.21,49.21,1.59,New Era
Aliyah,85,62,18,42,2,2019,29.03,67.74,3.23,New Era
Buddy Murphy,86,62,22,40,0,2019,35.48,64.52,0.0,New Era
Fabian Aichner,87,62,23,37,2,2019,37.1,59.68,3.23,New Era
R-Truth,88,62,37,24,1,2019,59.68,38.71,1.61,New Era
Kassius Ohno,89,61,28,33,0,2019,45.9,54.1,0.0,New Era
Sami Zayn,90,61,4,57,0,2019,6.56,93.44,0.0,New Era
Marcel Barthel,91,60,23,35,2,2019,38.33,58.33,3.33,New Era
Dominik Dijakovic,92,59,36,21,2,2019,61.02,35.59,3.39,New Era
Rhea Ripley,93,59,34,21,4,2019,57.63,35.59,6.78,New Era
Reina Gonzalez,94,58,27,30,1,2019,46.55,51.72,1.72,New Era
Kyle O'Reilly,95,57,22,35,0,2019,38.6,61.4,0.0,New Era
Naomi,96,57,36,19,2,2019,63.16,33.33,3.51,New Era
Shane Thorne,97,56,19,37,0,2019,33.93,66.07,0.0,New Era
Bobby Fish,98,55,25,29,1,2019,45.45,52.73,1.82,New Era
Denzel Dejournette,99,55,11,44,0,2019,20.0,80.0,0.0,New Era
Deonna Purrazzo,100,55,14,41,0,2019,25.45,74.55,0.0,New Era
Asuka,1,46,19,25,2,2020,41.3,54.35,4.35,New Era
Angel Garza,2,45,25,20,0,2020,55.56,44.44,0.0,New Era
Aleister Black,3,41,33,8,0,2020,80.49,19.51,0.0,New Era
Bayley,4,41,29,12,0,2020,70.73,29.27,0.0,New Era
Seth Rollins,5,41,16,24,1,2020,39.02,58.54,2.44,New Era
